state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Manipur,Chandel,Moreh,Ginger(Green),Green Ginger,01/29/2008,3300,3700,3500
Manipur,Chandel,Moreh,Masur Dal,Masur Dal,06/16/2001,0,7400,7400
Manipur,Chandel,Moreh,Onion,Other,05/17/2012,2300,2500,2500
Manipur,Chandel,Moreh,Potato,Other,11/06/2014,1200,1600,1400
Manipur,Chandel,Moreh,Rice,Other,01/07/2023,3500,3500,3500
Manipur,Imphal East,Lamlong Bazaar,Banana,Other,07/08/2011,2800,3500,3500
Manipur,Imphal East,Lamlong Bazaar,Cabbage,Cabbage,10/17/2003,1300,1500,1500
Manipur,Imphal East,Lamlong Bazaar,Cauliflower,Cauliflower,05/31/2010,2300,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Dry Chillies,Other,11/09/2002,13000,15000,15000
Manipur,Imphal East,Lamlong Bazaar,Ginger(Green),Green Ginger,06/06/2016,5300,5500,5500
Manipur,Imphal East,Lamlong Bazaar,Masur Dal,Masur Dal,06/15/2020,0,8200,8200
Manipur,Imphal East,Lamlong Bazaar,Onion,Other,08/13/2013,1300,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Paddy(Dhan)(Common),Other,08/22/2025,0,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Potato,Other,06/05/2014,800,1000,1000
Manipur,Imphal East,Lamlong Bazaar,Rice,Other,03/11/2017,3900,4100,4100
Manipur,Imphal West,Imphal,Banana,Other,02/25/2012,3300,3500,3500
Manipur,Imphal West,Imphal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,05/23/2015,0,8000,8000
Manipur,Imphal West,Imphal,Cabbage,Other,05/31/2001,1300,1500,1500
Manipur,Imphal West,Imphal,Cauliflower,Other,09/23/2010,1800,2000,2000
Manipur,Imphal West,Imphal,Dry Chillies,Other,02/25/2022,14800,15000,15000
Manipur,Imphal West,Imphal,Ginger(Green),Green Ginger,05/12/2013,2800,3000,3000
Manipur,Imphal West,Imphal,Masur Dal,Masur Dal,03/12/2016,0,7000,7000
Manipur,Imphal West,Imphal,Onion,Other,05/22/2011,2300,2700,2500
Manipur,Imphal West,Imphal,Paddy(Dhan)(Common),Other,01/25/2020,1050,2250,2250
Manipur,Imphal West,Imphal,Potato,Other,03/27/2016,1500,1500,1500
Manipur,Imphal West,Imphal,Rice,Other,01/11/2017,3800,3800,3800
Manipur,Thoubal,Thoubal,Banana,Other,11/28/2015,3000,4000,3500
Manipur,Thoubal,Thoubal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,08/12/2006,0,11000,11000
Manipur,Thoubal,Thoubal,Cabbage,Cabbage,05/08/2003,700,1300,1000
Manipur,Thoubal,Thoubal,Cauliflower,Cauliflower,05/04/2014,1700,2300,2000
Manipur,Thoubal,Thoubal,Dry Chillies,Other,12/22/2006,13500,14500,14000
Manipur,Thoubal,Thoubal,Ginger(Green),Green Ginger,03/01/2024,5000,5500,5500
Manipur,Thoubal,Thoubal,Masur Dal,Masur Dal,02/27/2002,0,7500,7500
Manipur,Thoubal,Thoubal,Onion,Other,01/23/2025,0,2000,2000
Manipur,Thoubal,Thoubal,Paddy(Dhan)(Common),Other,01/24/2009,2375,2375,2375
Manipur,Thoubal,Thoubal,Potato,Other,08/03/2017,800,1200,1000
Manipur,Thoubal,Thoubal,Rice,Other,07/10/2014,3900,3900,3900
Manipur,Thoubal,Thoubal,Turmeric (raw),Turmeric (raw),07/30/2012,0,2500,2500
Meghalaya,East Khasi Hills,Shillong,Arecanut(Betelnut/Supari),New Variety,06/28/2016,9500,17000,13500
Meghalaya,East Khasi Hills,Shillong,Banana,Champa,12/19/2024,3500,4500,4000
Meghalaya,East Khasi Hills,Shillong,Betal Leaves,Local,10/27/2000,21000,30000,26500
Meghalaya,East Khasi Hills,Shillong,Ginger(Dry),Dry,03/08/2021,6000,7000,6500
Meghalaya,East Khasi Hills,Shillong,Orange,Orange,05/02/2014,3500,4500,4000
Meghalaya,East Khasi Hills,Shillong,Pumpkin,Pumpkin,12/06/2022,1700,2000,1850
Nagaland,Mokokchung,Mangkolemba,Arecanut(Betelnut/Supari),api,06/06/2007,1400,1700,1500
Nagaland,Mokokchung,Mangkolemba,Banana - Green,Banana - Green,07/15/2020,4100,4400,4200
Nagaland,Mokokchung,Mangkolemba,Cabbage,Cabbage,07/17/2015,2100,2400,2300
Nagaland,Mokokchung,Mangkolemba,Ginger(Green),Green Ginger,06/08/2012,1600,1900,1700
Nagaland,Mokokchung,Mangkolemba,Leafy Vegetable,Leafy Vegetables,12/15/2007,1600,1900,1700
Nagaland,Mokokchung,Mangkolemba,Turmeric (raw),Other,09/09/2007,1500,1800,1700
Odisha,Angul,Angul,Brinjal,Other,10/09/2016,400,600,500
Odisha,Angul,Angul(Jarapada),Brinjal,Other,11/28/2009,400,600,500
Odisha,Angul,Pallahara,Potato,Other,09/16/2010,700,900,800
Odisha,Balasore,Jaleswar,Brinjal,Other,12/23/2014,1100,1300,1200
Odisha,Balasore,Jaleswar,Cabbage,Other,06/07/2011,600,800,700
Odisha,Balasore,Jaleswar,Garlic,Other,02/03/2023,5000,5200,5100
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,11/07/2020,7400,7600,7500
Odisha,Balasore,Jaleswar,Onion,Other,10/14/2008,1000,1150,1100
Odisha,Balasore,Jaleswar,Tomato,Other,11/05/2017,600,800,700
Odisha,Balasore,Nilagiri,Cabbage,Other,12/03/2021,500,600,550
Odisha,Balasore,Nilagiri,Carrot,Other,12/11/2005,1400,1500,1450
Odisha,Balasore,Nilagiri,Garlic,Other,08/21/2007,2800,3000,2900
Odisha,Balasore,Nilagiri,Tomato,Other,08/01/2019,550,650,600
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,12/12/2022,1750,1770,1750
Odisha,Dhenkanal,Hindol,Banana - Green,Other,04/23/2017,2500,3000,2800
Odisha,Dhenkanal,Hindol,Beans,Other,01/10/2001,2400,2600,2500
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,10/10/2020,3500,4000,3800
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,05/27/2006,4000,4500,4200
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,10/24/2015,800,1200,1000
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,06/07/2003,2200,2500,2400
Odisha,Dhenkanal,Hindol,Onion,Other,07/15/2002,1200,1400,1300
Odisha,Dhenkanal,Hindol,Potato,Potato,01/01/2002,800,1000,900
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,05/25/2023,1200,1400,1300
Odisha,Dhenkanal,Hindol,Tomato,Tomato,02/28/2015,700,1000,800
Odisha,Gajapati,Kasinagar,Banana,Banana - Ripe,03/12/2006,2500,3000,3000
Odisha,Gajapati,Kasinagar,Bhindi(Ladies Finger),Other,02/01/2025,2500,3000,3000
Odisha,Gajapati,Kasinagar,Brinjal,Other,09/29/2016,800,1000,1000
Odisha,Gajapati,Kasinagar,Tomato,Other,10/09/2015,1000,1200,1200
Odisha,Gajapati,Kasinagar,Water Melon,Other,05/15/2021,2500,3000,3000
Odisha,Gajapati,Parlakhemundi,Banana,Other,05/14/2016,2500,3000,3000
Odisha,Gajapati,Parlakhemundi,Coconut,Other,11/06/2018,1400,1500,1500
Odisha,Ganjam,Bhanjanagar,Brinjal,Other,09/29/2023,1400,1600,1500
Odisha,Ganjam,Bhanjanagar,Onion,Other,11/08/2022,1300,1500,1400
Odisha,Ganjam,Bhanjanagar,Paddy(Dhan)(Common),Common,02/19/2023,1750,1750,1750
Odisha,Ganjam,Digapahandi,Brinjal,Other,07/25/2018,3000,3500,3200
Odisha,Ganjam,Digapahandi,Maize,Other,01/10/2009,1300,1420,1350
Odisha,Jharsuguda,Jharsuguda,Onion,Other,09/10/2000,1000,1400,1300
Odisha,Jharsuguda,Jharsuguda,Potato,Other,11/12/2005,800,1000,900
Odisha,Mayurbhanja,Betnoti,Beans,Other,03/13/2004,2500,3000,2800
Odisha,Mayurbhanja,Betnoti,Bitter gourd,Bitter Gourd,11/27/2008,2500,3000,2800
Odisha,Mayurbhanja,Betnoti,Brinjal,Other,05/19/2018,600,1000,700
Odisha,Mayurbhanja,Betnoti,Cabbage,Cabbage,05/08/2019,500,700,600
Odisha,Mayurbhanja,Betnoti,Cauliflower,Cauliflower,10/11/2010,1400,1600,1500
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,01/22/2012,3000,4000,3500
Odisha,Mayurbhanja,Betnoti,Leafy Vegetable,Other,11/07/2001,1400,1600,1500
Odisha,Mayurbhanja,Betnoti,Onion,Other,08/28/2001,1300,1500,1400
Odisha,Mayurbhanja,Betnoti,Potato,Potato,07/23/2012,500,700,600
Odisha,Mayurbhanja,Betnoti,Rice,Sanna Bhatta,11/26/2021,2000,2500,2200
Odisha,Mayurbhanja,Betnoti,Tomato,Tomato,05/12/2015,700,1000,800
Odisha,Mayurbhanja,Saraskana,Bhindi(Ladies Finger),Bhindi,03/04/2006,6000,7000,6500
Odisha,Mayurbhanja,Saraskana,Bitter gourd,Bitter Gourd,01/07/2000,7000,8000,7500
Odisha,Mayurbhanja,Saraskana,Brinjal,Brinjal,02/06/2019,1200,1500,1400
Odisha,Mayurbhanja,Saraskana,Cabbage,Cabbage,03/29/2013,600,800,700
Odisha,Mayurbhanja,Saraskana,Cauliflower,Cauliflower,06/26/2010,700,1000,800
Odisha,Mayurbhanja,Saraskana,Pumpkin,Pumpkin,10/25/2002,1000,1200,1100
Odisha,Mayurbhanja,Saraskana,Tomato,Tomato,10/25/2000,700,1000,800
Odisha,Nowarangpur,Nawarangpur,Broken Rice,Broken Rice,05/27/2015,1200,1200,1200
Odisha,Nowarangpur,Nawarangpur,Gur(Jaggery),NO 2,03/14/2001,2000,2000,2000
Odisha,Nowarangpur,Nawarangpur,Maize,Hybrid/Local,10/01/2014,1400,1550,1400
Odisha,Sundergarh,Bonai,Banana - Green,Other,11/09/2024,4000,4000,4000
Odisha,Sundergarh,Bonai,Bhindi(Ladies Finger),Other,07/23/2010,4000,4000,4000
Odisha,Sundergarh,Bonai,Black Gram (Urd Beans)(Whole),Local,06/15/2006,5600,9000,9000
Odisha,Sundergarh,Bonai,Black Gram (Urd Beans)(Whole),Other,10/23/2002,5600,9000,9000
Odisha,Sundergarh,Bonai,Brinjal,Other,12/15/2018,2000,2000,2000
Odisha,Sundergarh,Bonai,Cabbage,Other,09/28/2023,1000,1000,1000
Odisha,Sundergarh,Bonai,Capsicum,Other,02/23/2008,4000,4000,4000
Odisha,Sundergarh,Bonai,Carrot,Other,02/18/2005,1000,2000,1000
Odisha,Sundergarh,Bonai,Cauliflower,Other,10/03/2012,1000,1000,1000
Odisha,Sundergarh,Bonai,Cucumbar(Kheera),Other,09/30/2020,4000,4000,4000
Odisha,Sundergarh,Bonai,French Beans (Frasbean),Other,03/29/2009,4000,4000,4000
Odisha,Sundergarh,Bonai,Onion,Onion,07/07/2005,1500,1500,1500
Odisha,Sundergarh,Bonai,Onion,Other,08/03/2022,1500,1500,1500
Odisha,Sundergarh,Bonai,Orange,Other,07/04/2006,8000,8000,8000
Odisha,Sundergarh,Bonai,Orange,Other,04/27/2007,8000,8000,8000
Odisha,Sundergarh,Bonai,Orange,Other,08/20/2021,8000,8000,8000
Odisha,Sundergarh,Bonai,Paddy(Dhan)(Common),Other,08/12/2006,1750,1790,1790
Odisha,Sundergarh,Bonai,Potato,Other,05/14/2018,1000,1000,1000
Odisha,Sundergarh,Bonai,Rice,Other,02/18/2013,3000,3000,3000
Odisha,Sundergarh,Bonai,Sugar,Other,04/16/2020,4000,4000,4000
Odisha,Sundergarh,Bonai,Tomato,Other,05/26/2025,1000,1500,1000
Odisha,Sundergarh,Bonai,Wheat,Other,12/29/2019,1735,3000,3000
Odisha,Sundergarh,Bonai,Wheat Atta,Wheat Atta,11/29/2014,3500,3500,3500
Odisha,Sundergarh,Panposh,Brinjal,Other,04/08/2022,400,700,600
Odisha,Sundergarh,Panposh,Cabbage,Other,07/05/2021,600,900,800
Odisha,Sundergarh,Panposh,Cauliflower,Other,10/21/2003,700,1000,900
Odisha,Sundergarh,Panposh,Tomato,Other,01/03/2006,600,1000,900
Pondicherry,Karaikal,Karaikal,Copra,Copra,10/23/2014,9000,9000,9000
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),B P T,06/25/2013,1833,1833,1833
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Fine,04/08/2006,1583,1750,1667
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Other,05/09/2022,1583,1583,1583
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Pommani,08/30/2014,1583,1583,1583
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),White Ponni,12/29/2005,1833,1833,1833
Pondicherry,Karaikal,Karaikal,"Sesamum(Sesame,Gingelly,Til)",Sesame,11/06/2019,10000,10000,10000
Punjab,Amritsar,Chogawan,Carrot,Carrot,01/17/2008,700,900,800
Punjab,Amritsar,Chogawan,Cauliflower,Cauliflower,07/08/2005,800,1000,900
Punjab,Amritsar,Chogawan,Peas cod,Peas cod,11/01/2024,700,900,800
Punjab,Amritsar,Mehta,Carrot,Carrot,06/02/2011,700,820,800
Punjab,Barnala,Dhanaula,Carrot,Carrot,06/24/2024,400,550,500
Punjab,Barnala,Dhanaula,Cauliflower,Cauliflower,04/06/2005,450,650,500
Punjab,Barnala,Dhanaula,Peas Wet,Peas Wet,05/29/2024,1400,1600,1500
Punjab,Barnala,Dhanaula,Raddish,Raddish,06/01/2008,200,350,300
Punjab,Bhatinda,Bhucho,Onion,Other,06/29/2014,1400,1600,1500
Punjab,Bhatinda,Bhucho,Potato,Other,01/12/2019,400,500,450
Punjab,Gurdaspur,Dera Baba Nanak,Cauliflower,Other,11/29/2009,600,800,700
Punjab,Gurdaspur,Dera Baba Nanak,Peas cod,Other,10/03/2015,900,1100,1000
Punjab,Gurdaspur,Dera Baba Nanak,Turnip,Other,08/31/2019,600,800,700
Punjab,Gurdaspur,Dhariwal,Brinjal,Brinjal,08/27/2002,600,800,700
Punjab,Gurdaspur,Dhariwal,Carrot,Carrot,08/12/2002,600,700,650
Punjab,Gurdaspur,Dhariwal,Cauliflower,Cauliflower,05/05/2004,500,700,580
Punjab,Gurdaspur,Dhariwal,Onion,Other,03/22/2014,700,1000,850
Punjab,Gurdaspur,Dhariwal,Peas Wet,Peas Wet,09/07/2001,500,800,700
Punjab,Gurdaspur,Dhariwal,Potato,Other,09/19/2020,300,450,370
Punjab,Gurdaspur,Dhariwal,Raddish,Raddish,04/11/2010,300,500,420
Punjab,Gurdaspur,Kalanaur,Brinjal,Other,11/01/2024,1400,1550,1450
Punjab,Gurdaspur,Kalanaur,Capsicum,Capsicum,12/19/2024,1900,2150,2050
Punjab,Gurdaspur,Kalanaur,Green Chilli,Other,10/23/2020,1300,1600,1500
Punjab,Hoshiarpur,Dasuya,Brinjal,Other,07/14/2022,1500,2000,2000
Punjab,Hoshiarpur,Dasuya,Cabbage,Other,04/27/2025,400,500,500
Punjab,Hoshiarpur,Dasuya,Capsicum,Other,10/02/2021,2500,3000,3000
Punjab,Hoshiarpur,Dasuya,Carrot,Other,03/14/2018,500,700,700
Punjab,Hoshiarpur,Dasuya,Cauliflower,Other,08/25/2006,600,800,800
Punjab,Hoshiarpur,Dasuya,Cucumbar(Kheera),Other,12/04/2010,2000,2500,2500
Punjab,Hoshiarpur,Dasuya,Field Pea,Other,01/17/2020,1000,1500,1500
Punjab,Hoshiarpur,Dasuya,Ginger(Green),Other,05/17/2018,7000,7500,7500
Punjab,Hoshiarpur,Dasuya,Grapes,Other,10/09/2020,4500,5000,5000
Punjab,Hoshiarpur,Dasuya,Grapes,Other,07/06/2007,2500,3000,3000
Punjab,Hoshiarpur,Dasuya,Green Chilli,Other,02/04/2020,4500,5000,5000
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,07/04/2008,1600,2000,2000
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,02/22/2009,800,1200,1200
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,07/12/2015,400,500,500
Punjab,Hoshiarpur,Dasuya,Onion,Other,01/06/2006,600,800,800
Punjab,Hoshiarpur,Dasuya,Papaya,Other,03/01/2001,1200,1500,1500
Punjab,Hoshiarpur,Dasuya,Potato,Other,09/19/2004,450,500,500
Punjab,Hoshiarpur,Dasuya,Raddish,Other,02/20/2006,500,600,600
Punjab,Hoshiarpur,Dasuya,Spinach,Other,07/29/2000,500,700,700
Punjab,Hoshiarpur,Dasuya,Tomato,Other,07/03/2023,1500,2000,2000
Punjab,Jalandhar,Adampur,Amphophalus,Other,06/23/2003,1800,2000,2000
Punjab,Jalandhar,Adampur,Bhindi(Ladies Finger),Other,02/26/2002,4000,5000,5000
Punjab,Jalandhar,Adampur,Brinjal,Other,04/21/2004,1500,2000,2000
Punjab,Jalandhar,Adampur,Cabbage,Other,09/14/2019,300,400,400
Punjab,Jalandhar,Adampur,Capsicum,Other,04/02/2005,3000,4000,4000
Punjab,Jalandhar,Adampur,Carrot,Other,07/10/2001,400,500,500
Punjab,Jalandhar,Adampur,Cauliflower,Other,06/09/2018,600,700,700
Punjab,Jalandhar,Adampur,Coriander(Leaves),Other,07/02/2009,800,1000,1000
Punjab,Jalandhar,Adampur,Cucumbar(Kheera),Other,10/27/2005,2000,2500,2500
Punjab,Jalandhar,Adampur,Garlic,Other,01/02/2025,3500,4000,4000
Punjab,Jalandhar,Adampur,Ginger(Green),Other,06/20/2000,6500,7000,7000
Punjab,Jalandhar,Adampur,Green Chilli,Other,04/05/2021,4000,5000,5000
Punjab,Jalandhar,Adampur,Kinnow,Other,01/01/2022,1000,1200,1200
Punjab,Jalandhar,Adampur,Onion,Other,09/14/2024,700,800,800
Punjab,Jalandhar,Adampur,Peas Wet,Other,10/28/2004,1000,1500,1500
Punjab,Jalandhar,Adampur,Potato,Other,03/04/2022,400,500,500
Punjab,Jalandhar,Adampur,Raddish,Other,05/02/2017,300,400,400
Punjab,Jalandhar,Adampur,Spinach,Other,12/02/2015,800,900,900
Punjab,Jalandhar,Adampur,Tomato,Other,07/14/2001,2000,2500,2500
Punjab,Jalandhar,Adampur,Turnip,Other,04/29/2009,300,400,400
Punjab,Jalandhar,Lohian Khas,Cabbage,Other,08/28/2019,200,400,300
Punjab,Jalandhar,Lohian Khas,Carrot,Other,11/21/2014,200,400,300
Punjab,Jalandhar,Lohian Khas,Cauliflower,Other,09/13/2018,100,300,200
Punjab,Jalandhar,Lohian Khas,Peas Wet,Other,04/13/2017,600,1000,800
Punjab,Jalandhar,Lohian Khas,Potato,Other,09/29/2025,300,500,400
Punjab,Jalandhar,Lohian Khas,Raddish,Other,10/31/2017,200,400,300
Punjab,Jalandhar,Lohian Khas,Spinach,Other,12/18/2013,200,400,300
Punjab,Jalandhar,Lohian Khas,Tomato,Other,05/21/2009,1300,1500,1400
Punjab,Jalandhar,Mehatpur,Carrot,Other,11/26/2010,600,800,700
Punjab,Jalandhar,Mehatpur,Cauliflower,Other,01/22/2023,500,700,700
Punjab,Jalandhar,Mehatpur,Methi(Leaves),Other,02/25/2007,600,700,600
Punjab,Jalandhar,Mehatpur,Raddish,Other,05/27/2018,400,500,500
Punjab,Jalandhar,Mehatpur,Spinach,Other,08/22/2005,400,600,600
Punjab,Ludhiana,Doraha,Carrot,Other,07/04/2024,400,1000,700
Punjab,Ludhiana,Doraha,Cauliflower,Other,03/03/2001,500,600,550
Punjab,Ludhiana,Doraha,Green Chilli,Other,10/11/2016,2000,4000,3000
Punjab,Ludhiana,Doraha,Onion,Other,12/28/2006,800,1200,1000
Punjab,Ludhiana,Doraha,Peas Wet,Other,08/12/2018,1000,1500,1250
Punjab,Ludhiana,Doraha,Potato,Other,01/10/2005,300,400,350
Punjab,Ludhiana,Doraha,Tomato,Other,01/17/2002,1000,2000,1500
Punjab,Ludhiana,Sahnewal,Cabbage,Cabbage,09/16/2004,500,500,500
Punjab,Ludhiana,Sahnewal,Carrot,Carrot,02/15/2023,900,900,900
Punjab,Ludhiana,Sahnewal,Cauliflower,Cauliflower,04/25/2007,600,900,900
Punjab,Ludhiana,Sahnewal,Coriander(Leaves),Coriander,08/02/2005,1300,1500,1500
Punjab,Ludhiana,Sahnewal,Green Chilli,Green Chilly,08/24/2017,5000,5000,5000
Punjab,Ludhiana,Sahnewal,Methi(Leaves),Methi,06/20/2024,1000,1000,1000
Punjab,Ludhiana,Sahnewal,Peas Wet,Peas Wet,03/04/2012,1300,1800,1700
Punjab,Ludhiana,Sahnewal,Potato,Potato,10/17/2025,400,400,400
Punjab,Ludhiana,Sahnewal,Raddish,Raddish,02/23/2001,250,250,250
Punjab,Ludhiana,Sahnewal,Spinach,Spinach,05/25/2016,600,800,800
Punjab,Ludhiana,Sahnewal,Tomato,Tomato,06/19/2016,2000,2000,2000
Punjab,Mansa,Mansa,Banana,Banana - Ripe,10/28/2022,1300,1700,1500
Punjab,Mansa,Mansa,Bhindi(Ladies Finger),Bhindi,05/23/2014,3000,4000,3500
Punjab,Mansa,Mansa,Brinjal,Brinjal,07/30/2007,900,1300,1100
Punjab,Mansa,Mansa,Capsicum,Capsicum,02/16/2008,2300,3000,2800
Punjab,Mansa,Mansa,Carrot,Carrot,07/14/2005,400,500,500
Punjab,Mansa,Mansa,Cauliflower,Cauliflower,06/22/2019,600,800,700
Punjab,Mansa,Mansa,Cotton,American,08/16/2016,5200,5445,5390
Punjab,Mansa,Mansa,Cucumbar(Kheera),Cucumbar,07/26/2021,1200,2800,1800
Punjab,Mansa,Mansa,Grapes,Black,03/27/2006,6500,7500,7000
Punjab,Mansa,Mansa,Grapes,Green,07/25/2014,4000,5000,4500
Punjab,Mansa,Mansa,Green Chilli,Green Chilly,11/14/2025,2500,4000,3000
Punjab,Mansa,Mansa,Kinnow,Kinnow,09/01/2016,1200,1700,1500
Punjab,Mansa,Mansa,Onion,Nasik,03/31/2024,1000,1300,1200
Punjab,Mansa,Mansa,Peas cod,Peas cod,04/05/2014,1000,1500,1200
Punjab,Mansa,Mansa,Potato,Potato,04/28/2006,380,600,520
Punjab,Mansa,Mansa,Tomato,Tomato,05/12/2015,1800,2500,2200
Punjab,Muktsar,Malout,Apple,Apple,03/28/2019,3500,7000,5500
Punjab,Muktsar,Malout,Banana,Banana - Ripe,06/17/2014,1500,2500,1800
Punjab,Muktsar,Malout,Brinjal,Round/Long,10/30/2007,1200,1500,1300
Punjab,Muktsar,Malout,Cabbage,Cabbage,05/02/2006,300,500,400
Punjab,Muktsar,Malout,Carrot,Carrot,09/14/2009,400,600,500
Punjab,Muktsar,Malout,Cauliflower,Cauliflower,05/14/2021,400,700,500
Punjab,Muktsar,Malout,Chikoos(Sapota),Sapota,01/25/2022,2500,3500,3000
Punjab,Muktsar,Malout,Cotton,Other,09/30/2025,5400,5515,5500
Punjab,Muktsar,Malout,Cucumbar(Kheera),Cucumbar,01/24/2000,2500,4000,3500
Punjab,Muktsar,Malout,Ginger(Green),Green Ginger,01/08/2012,7000,8500,7500
Punjab,Muktsar,Malout,Gram Raw(Chholia),Other,01/15/2006,500,1500,1000
Punjab,Muktsar,Malout,Grapes,Black,02/12/2016,8000,9000,8500
Punjab,Muktsar,Malout,Grapes,Green,09/21/2000,4000,5000,4500
Punjab,Muktsar,Malout,Green Chilli,Green Chilly,11/16/2000,800,3500,2000
Punjab,Muktsar,Malout,Guava,Guava,02/05/2002,2000,2500,2200
Punjab,Muktsar,Malout,Kinnow,Kinnow,08/15/2017,1000,1500,1200
Punjab,Muktsar,Malout,Onion,Onion,12/28/2018,600,800,700
Punjab,Muktsar,Malout,Onion Green,Onion Green,03/04/2025,1000,1500,1200
Punjab,Muktsar,Malout,Peas cod,Other,06/23/2001,1000,1500,1200
Punjab,Muktsar,Malout,Pineapple,Pine Apple,04/29/2013,3000,4500,4000
Punjab,Muktsar,Malout,Pomegranate,Pomogranate,07/27/2000,4500,7000,6500
Punjab,Muktsar,Malout,Potato,Potato,04/14/2019,500,600,550
Punjab,Muktsar,Malout,Raddish,Raddish,10/14/2016,400,600,500
Punjab,Muktsar,Malout,Spinach,Spinach,04/23/2014,500,800,600
Punjab,Muktsar,Malout,Tomato,Tomato,04/14/2017,1800,2200,2000
Punjab,Patiala,Ghanaur,Brinjal,Other,10/02/2023,1500,1500,1500
Punjab,Patiala,Ghanaur,Onion,Other,08/16/2010,800,1000,1000
Punjab,Patiala,Rajpura,Carrot,Other,02/06/2008,500,700,600
Punjab,Patiala,Rajpura,Cauliflower,Cauliflower,11/08/2001,400,600,500
Punjab,Patiala,Rajpura,Ginger(Green),Other,12/11/2012,5000,6000,5500
Punjab,Patiala,Rajpura,Green Chilli,Other,12/14/2023,2000,3000,2500
Punjab,Patiala,Rajpura,Onion,Local,07/29/2003,700,1000,850
Punjab,Patiala,Rajpura,Peas Wet,Peas Wet,08/19/2013,700,1000,850
Punjab,Patiala,Rajpura,Potato,Other,03/29/2021,200,500,350
Punjab,Patiala,Rajpura,Tomato,Local,01/31/2001,1000,1400,1200
Punjab,Ropar (Rupnagar),Morinda,Carrot,Other,04/13/2024,700,850,760
Punjab,Ropar (Rupnagar),Morinda,Cucumbar(Kheera),Cucumbar,09/20/2025,1300,1500,1400
Punjab,Ropar (Rupnagar),Morinda,Ginger(Green),Other,02/09/2015,7700,7800,7730
Punjab,Ropar (Rupnagar),Morinda,Green Chilli,Other,02/08/2011,2600,2750,2640
Punjab,Ropar (Rupnagar),Morinda,Onion,Other,12/24/2025,1000,1100,1020
Punjab,Ropar (Rupnagar),Morinda,Peas Wet,Other,05/21/2008,1200,1400,1330
Punjab,Ropar (Rupnagar),Morinda,Raddish,Other,12/01/2015,500,650,550
Punjab,Ropar (Rupnagar),Morinda,Tomato,Deshi,08/20/2013,1500,1500,1500
Punjab,Tarntaran,Harike,Carrot,Carrot,09/19/2005,500,500,500
Punjab,Tarntaran,Harike,Cauliflower,Cauliflower,05/08/2022,400,500,400
Punjab,Tarntaran,Harike,Coriander(Leaves),Coriander,05/07/2014,400,500,400
Punjab,Tarntaran,Harike,Peas Wet,Peas Wet,10/11/2018,700,800,700
Punjab,Tarntaran,Harike,Raddish,Raddish,07/25/2001,300,400,400
Punjab,Tarntaran,Harike,Squash(Chappal Kadoo),Squash(Chappal Kadoo),10/15/2008,1400,1500,1400
Punjab,Tarntaran,Patti,Apple,Other,04/28/2010,5000,6000,5500
Punjab,Tarntaran,Patti,Banana,Other,03/16/2023,800,1000,900
Punjab,Tarntaran,Patti,Brinjal,Other,09/19/2019,800,1000,900
Punjab,Tarntaran,Patti,Capsicum,Other,07/25/2008,2000,2200,2100
Punjab,Tarntaran,Patti,Carrot,Other,08/10/2006,600,800,700
Punjab,Tarntaran,Patti,Cauliflower,Other,08/12/2000,500,530,520
Punjab,Tarntaran,Patti,Coriander(Leaves),Other,09/10/2012,100,150,120
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,10/29/2013,1500,2000,1800
Punjab,Tarntaran,Patti,Garlic,Other,11/21/2010,2000,2500,2200
Punjab,Tarntaran,Patti,Ginger(Dry),Other,09/16/2006,6000,7000,6500
Punjab,Tarntaran,Patti,Green Chilli,Other,04/07/2008,1200,1600,1400
Punjab,Tarntaran,Patti,Guava,Other,05/17/2017,1800,2200,2000
Punjab,Tarntaran,Patti,Kinnow,Other,08/10/2017,800,1000,900
Punjab,Tarntaran,Patti,Leafy Vegetable,Other,03/25/2015,300,400,320
Punjab,Tarntaran,Patti,Onion,Other,06/08/2016,800,1000,900
Punjab,Tarntaran,Patti,Papaya,Other,03/31/2003,1000,1500,1200
